63	2022	----	preprint	Takahiro Sakamoto; Hideki Innan	On the Origin of Phenotypic Plasticity	Research Square	https://doi.org/10.21203/rs.3.rs-1680920/v1	https://openalex.org/W4287735120
64	2022	----	article	Micaela Anzoátegui	Lamiendo las heridas de una vieja revolución: El problema de la (no) comprensión de la teoría evolutiva de Darwin	Desbordes Revista de Investigaciones Escuela de Ciencias sociales artes y humanidades - UNAD	https://doi.org/10.22490/25394150.7808	https://openalex.org/W4393853467
65	2023	----	article	Michael Levin	Darwin’s agential materials: evolutionary implications of multiscale competency in developmental biology	Cellular and Molecular Life Sciences	https://doi.org/10.1007/s00018-023-04790-z	https://openalex.org/W4375858910
66	2023	----	article	Joshua Bongard; Michael Levin	There’s Plenty of Room Right Here: Biological Systems as Evolved, Overloaded, Multi-Scale Machines	Biomimetics	https://doi.org/10.3390/biomimetics8010110	https://openalex.org/W4323565418
67	2023	SELF	article	Richard A. Watson; Michael Levin	The collective intelligence of evolution and development	Collective Intelligence	https://doi.org/10.1177/26339137231168355	https://openalex.org/W4377832790
68	2023	----	article	Douglas Blackiston; Sam Kriegman; Josh Bongard; Michael Levin	Biological Robots: Perspectives on an Emerging Interdisciplinary Field	Soft Robotics	https://doi.org/10.1089/soro.2022.0142	https://openalex.org/W4366602649
69	2023	----	article	Lakshwin Shreesha; Michael Levin	Cellular Competency during Development Alters Evolutionary Dynamics in an Artificial Embryogeny Model	Entropy	https://doi.org/10.3390/e25010131	https://openalex.org/W4313828842
70	2023	SELF	article	Richard A. Watson	Agency, Goal-Directed Behavior, and Part-Whole Relationships in Biological Systems	Biological Theory	https://doi.org/10.1007/s13752-023-00447-z	https://openalex.org/W4388499618
71	2023	----	article	William B. Miller; Arthur S. Reber; Perry Marshall; František Baluška	Cellular and Natural Viral Engineering in Cognition-Based Evolution	Communicative & Integrative Biology	https://doi.org/10.1080/19420889.2023.2196145	https://openalex.org/W4367676235
72	2023	----	article	Eden Tian Hwa Ng; Akira R. Kinjo	Plasticity-led evolution as an intrinsic property of developmental gene regulatory networks	Scientific Reports	https://doi.org/10.1038/s41598-023-47165-x	https://openalex.org/W4388657978
73	2023	----	book-chapter	Eric Steinhart	Scientific Animism	Palgrave frontiers in philosophy of religion	https://doi.org/10.1007/978-3-030-94170-3_10	https://openalex.org/W4322097356
74	2023	----	book-chapter	Héctor Ricardo Ferrari; Micaela Anzoátegui	Guidelines for a Post-speciesist Epistemology in the Age of Anthropocene	Sustainable development goals series	https://doi.org/10.1007/978-3-030-94391-2_10	https://openalex.org/W4361854510
75	2023	----	preprint	Michael Levin	Darwin’s Agential Materials: evolutionary implications of multi-scale competency in developmental biology	n/a	https://doi.org/10.31219/osf.io/p23se	https://openalex.org/W4323266297
76	2023	----	preprint	Eden Tian Hwa Ng; Akira R. Kinjo	Plasticity-led evolution as an intrinsic property of developmental gene regulatory networks	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2023.05.25.542372	https://openalex.org/W4378364042
77	2023	----	preprint	Márton Csillag; Hamza Giaffar; Eörs Szathmáry; Mauro Santos; Dániel Czégel	From Bayes to Darwin: evolutionary search as an exaptation from sampling-based Bayesian inference	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2023.05.29.542733	https://openalex.org/W4379014778
78	2023	----	preprint	Vad Pérez; G. Yu. Lyubarsky	Reconstructing emergent biological phenomena through comparative functional architectonics	Qeios	https://doi.org/10.32388/uri5sf	https://openalex.org/W4380486673
79	2023	----	preprint	Eden Tian Hwa Ng; Akira R. Kinjo	Plasticity-led and mutation-led evolutions are different modes of the same developmental gene regulatory network	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2023.11.08.566329	https://openalex.org/W4388592732
80	2024	SELF	article	Christopher L. Buckley; Tim Lewens; Michael Levin; Beren Millidge; Alexander Tschantz	Natural Induction: Spontaneous Adaptive Organisation without Natural Selection	Entropy	https://doi.org/10.3390/e26090765	https://openalex.org/W4402315807
81	2024	----	article	Benedikt Hartl; Sebastian Risi; Michael Levin	Evolutionary Implications of Self-Assembling Cybernetic Materials with Collective Problem-Solving Intelligence at Multiple Scales	Entropy	https://doi.org/10.3390/e26070532	https://openalex.org/W4399894173
82	2024	----	article	Corin Stansfield; Kevin J. Parsons	Developmental bias as a cause and consequence of adaptive radiation and divergence	Frontiers in Cell and Developmental Biology	https://doi.org/10.3389/fcell.2024.1453566	https://openalex.org/W4403475559
83	2024	----	article	Juan C. Castro-Alonso; Alejandro A. Hidalgo; John Sweller	Biological evolution and human cognition are analogous information processing systems	Frontiers in Psychology	https://doi.org/10.3389/fpsyg.2023.1330345	https://openalex.org/W4390611529
84	2024	----	article	Eden Tian Hwa Ng; Akira R. Kinjo	Plasticity-led and mutation-led evolutions are different modes of the same developmental gene regulatory network	PeerJ	https://doi.org/10.7717/peerj.17102	https://openalex.org/W4394741094
85	2024	----	preprint	Kevin J. Mitchell	Variability in Neural Circuit Formation	Cold Spring Harbor Perspectives in Biology	https://doi.org/10.1101/cshperspect.a041504	https://openalex.org/W4391098840
