query_name,sc_class,aflow_auid,aflow_compound,aflow_sg,aflow_pearson,aflow_lattice,aflow_geometry,aflow_Hf,source
FeS,Ferrite,,Fe2S4,58,oP6,orthorhombic,"[3.46301, 4.4929, 5.5159, 90, 90, 90]",,AFLOW
FeS,Ferrite,,Fe4S8,205,cP12,cubic,"[5.52183, 5.52183, 5.52183, 90, 90, 90]",,AFLOW
FeS,Ferrite,,Fe12S12,40,oS48,orthorhombic,"[5.96233, 5.96233, 10.7522, 90, 90, 119.959]",,AFLOW
FeS,Ferrite,,Fe12S12,14,mP24,monoclinic,"[7.10903, 7.17031, 9.86944, 79.9542, 90, 90]",,AFLOW
FeS,Ferrite,,Fe12S12,14,mP24,monoclinic,"[7.10903, 7.17031, 9.86944, 79.9542, 90, 90]",,AFLOW
FeS,Ferrite,,Fe2S4,58,oP6,orthorhombic,"[3.46669, 4.48924, 5.52083, 90, 90, 90]",,AFLOW
FeS,Ferrite,,Fe21S24,1,aP45,triclinic,"[7.16705, 7.15578, 17.8329, 90.1198, 90.0799, 120.012]",,AFLOW
FeS,Ferrite,,Fe12S12,40,oS48,orthorhombic,"[6.27911, 6.34293, 11.8745, 90, 90, 119.668]",,AFLOW
FeS,Ferrite,,Fe12S12,40,oS48,orthorhombic,"[6.28174, 6.30018, 11.9726, 90, 90, 119.903]",,AFLOW
FeS,Ferrite,,Fe4S4,62,oP8,orthorhombic,"[3.60996, 6.09032, 6.22704, 90, 90, 90]",,AFLOW
FeS,Ferrite,,Fe12S12,40,oS48,orthorhombic,"[6.36754, 6.36754, 11.8867, 90, 90, 121.331]",,AFLOW
FeS,Ferrite,,Fe4S8,205,cP12,cubic,"[5.52195, 5.52195, 5.52195, 90, 90, 90]",,AFLOW
FeS,Ferrite,,Fe14S16,2,aP30,triclinic,"[7.1502, 7.20828, 13.2958, 66.288, 66.5366, 59.9606]",,AFLOW
FeS,Ferrite,,Fe4S8,205,cP12,cubic,"[5.52779, 5.52779, 5.52779, 90, 90, 90]",,AFLOW
FeS,Ferrite,,Fe4S8,205,cP12,cubic,"[5.52217, 5.52229, 5.52216, 90, 90, 90]",,AFLOW
NdFeAsO,Ferrite,,As2Fe2Nd2O2,67,oS16,orthorhombic,"[4.07138, 4.07138, 9.25418, 90, 90, 89.6838]",,AFLOW
NdFeAsO,Ferrite,,As2Fe2Nd2O2,129,tP8,tetragonal,"[4.06111, 4.06111, 9.28111, 90, 90, 90]",,AFLOW
NdFeAsO,Ferrite,,As2Fe2Nd2O2,129,tP8,tetragonal,"[4.15553, 4.15553, 8.25725, 90, 90, 90]",,AFLOW
NdFeAsO,Ferrite,,As2Fe2Nd2O2,129,tP8,tetragonal,"[4.01313, 4.01313, 8.78349, 90, 90, 90]",,AFLOW
NdFeAsO,Ferrite,,As2Fe2Nd2O2,129,tP8,tetragonal,"[4.05966, 4.05966, 8.42945, 90, 90, 90]",,AFLOW
MgB2,Other,,B3Mg1,166,hR4,rhombohedral,"[4.28004, 4.28004, 4.28004, 116.495, 116.495, 116.495]",1.6626,AFLOW
MgB2,Other,,B4Mg2,12,mS12,monoclinic,"[4.6493, 4.6493, 5.03055, 91.5604, 91.5604, 38.6941]",0.187129,AFLOW
MgB2,Other,,B1Mg5,216,cF24,cubic,"[5.68929, 5.68929, 5.68929, 60, 60, 60]",0.737734,AFLOW
MgB2,Other,,B1Mg2,123,tP3,tetragonal,"[4.15257, 4.15257, 2.81345, 90, 90, 90]",0.471421,AFLOW
MgB2,Other,,B3Mg1,221,cP4,cubic,"[3.24208, 3.24208, 3.24208, 90, 90, 90]",1.2656,AFLOW
MgB2,Other,,B7Mg6,166,hR13,rhombohedral,"[7.93937, 7.93937, 7.93937, 37.7311, 37.7311, 37.7311]",0.476588,AFLOW
MgB2,Other,,B2Mg4,140,tI12,tetragonal,"[4.92534, 4.92534, 4.92534, 106.412, 106.412, 115.781]",0.407929,AFLOW
MgB2,Other,,B1Mg3,225,cF16,cubic,"[4.55611, 4.55611, 4.55611, 60, 60, 60]",0.641246,AFLOW
MgB2,Other,,B4Mg2,191,hP3,hexagonal,"[4.67796, 4.67796, 5.32729, 55.3316, 55.3316, 38.369]",-0.129694,AFLOW
MgB2,Other,,B4Mg2,12,mS12,monoclinic,"[5.78307, 5.78307, 6.13491, 42.6784, 42.6784, 30.6715]",0.195157,AFLOW
MgB2,Other,,B1Mg3,123,tP4,tetragonal,"[2.97355, 2.97355, 7.85894, 90, 90, 90]",0.411274,AFLOW
MgB2,Other,,B28Mg4,74,oI64,orthorhombic,"[7.26233, 7.26233, 7.26233, 131.459, 112.129, 87.7781]",-0.130645,AFLOW
MgB2,Other,,B1Mg3,221,cP4,cubic,"[4.04409, 4.04409, 4.03148, 90, 90, 90]",0.561329,AFLOW
MgB2,Other,,B1Mg4,139,tI10,tetragonal,"[8.28424, 8.28424, 8.28424, 154.256, 154.256, 36.7279]",0.872085,AFLOW
MgB2,Other,,B2Mg2,51,oP4,orthorhombic,"[3.54105, 3.0878, 5.59774, 90, 90, 90]",0.0876683,AFLOW
MgB2,Other,,B2Mg4,69,oF12,orthorhombic,"[5.82541, 5.82541, 4.21184, 90, 90, 138.465]",0.53294,AFLOW
MgB2,Other,,B3Mg1,71,oI8,orthorhombic,"[4.15891, 4.15891, 4.15891, 138.222, 95.3143, 99.3028]",0.338084,AFLOW
MgB2,Other,,B1Mg3,123,tP4,tetragonal,"[2.97895, 2.9938, 7.82127, 90, 90, 90]",0.413746,AFLOW
MgB2,Other,,B1Mg1,221,cP2,cubic,"[2.88816, 2.88816, 2.88816, 90, 90, 90]",0.806872,AFLOW
MgB2,Other,,B4Mg2,141,tI12,tetragonal,"[5.85199, 5.85199, 5.85199, 147.867, 147.842, 46.1]",0.00987883,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07315, 3.07308, 3.53368, 90, 90, 120.001]",-0.129883,AFLOW
MgB2,Other,,B1Mg4,87,tI10,tetragonal,"[5.77179, 5.77179, 5.77179, 93.91, 93.91, 149.726]",0.341254,AFLOW
MgB2,Other,,B1Mg1,187,hP2,hexagonal,"[2.95385, 2.95385, 3.5917, 90, 90, 120]",1.00949,AFLOW
MgB2,Other,,B2Mg1,139,tI6,tetragonal,"[4.62151, 4.62151, 4.62151, 146.361, 146.361, 48.3115]",0.936362,AFLOW
MgB2,Other,,B6Mg2,223,cP8,cubic,"[4.20439, 4.20439, 4.20439, 90, 90, 90]",1.50014,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07264, 3.07264, 3.5223, 90, 90, 120]",-0.129605,AFLOW
MgB2,Other,,B2Mg2,129,tP4,tetragonal,"[2.76036, 2.76036, 6.73543, 90, 90, 90]",0.774451,AFLOW
MgB2,Other,,B8Mg4,194,hP12,hexagonal,"[5.18494, 5.18494, 5.78316, 90, 90, 120]",0.541669,AFLOW
MgB2,Other,,B1Mg2,139,tI6,tetragonal,"[5.88182, 5.88182, 5.88182, 151.199, 151.199, 41.1846]",0.534836,AFLOW
MgB2,Other,,B4Mg2,194,hP6,hexagonal,"[3.9104, 3.9104, 4.6842, 90, 90, 120]",1.41263,AFLOW
MgB2,Other,,B1Mg3,187,hP4,hexagonal,"[3.18524, 3.18524, 8.52509, 90, 90, 120]",0.45096,AFLOW
MgB2,Other,,B2Mg1,71,oI6,orthorhombic,"[4.59562, 4.59562, 4.59562, 144.102, 148.068, 48.7957]",0.91996,AFLOW
MgB2,Other,,B4Mg2,63,oS12,orthorhombic,"[7.50745, 7.50745, 3.00447, 90, 90, 156.709]",0.581822,AFLOW
MgB2,Other,,B2Mg1,69,oF12,orthorhombic,"[5.06984, 4.5492, 3.14815, 80.1442, 62.1366, 37.7193]",0.45899,AFLOW
MgB2,Other,,B2Mg1,139,tI6,tetragonal,"[4.62248, 4.62248, 4.62248, 146.412, 146.412, 48.2355]",0.936265,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07049, 3.07044, 3.54055, 90, 90, 120.001]",-0.129941,AFLOW
MgB2,Other,,B3Mg1,123,tP4,tetragonal,"[2.67277, 2.67277, 5.04721, 90, 90, 90]",0.911803,AFLOW
MgB2,Other,,B6Mg6,166,hR4,rhombohedral,"[3.12934, 3.12934, 18.012, 90, 90, 120]",-0.0889832,AFLOW
MgB2,Other,,B1Mg3,221,cP4,cubic,"[4.04155, 4.04155, 4.04155, 90, 90, 90]",0.561519,AFLOW
MgB2,Other,,B3Mg1,123,tP4,tetragonal,"[2.68097, 2.68097, 5.04739, 90, 90, 90]",0.911263,AFLOW
MgB2,Other,,B1Mg2,164,hP3,hexagonal,"[3.31402, 3.31402, 5.71994, 90, 90, 120]",0.616896,AFLOW
MgB2,Other,,B2Mg2,123,tP2,tetragonal,"[4.11185, 4.11185, 2.87324, 90, 90, 90]",0.807475,AFLOW
MgB2,Other,,B3Mg1,99,tP4,tetragonal,"[2.91487, 2.9156, 4.471, 90, 90, 90]",0.398451,AFLOW
MgB2,Other,,B1Mg1,123,tP2,tetragonal,"[2.88108, 2.88108, 2.92462, 90, 90, 90]",0.805817,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07319, 3.07313, 3.53509, 90, 90, 120.001]",-0.129918,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07335, 3.07335, 3.53435, 90, 90, 119.999]",-0.129907,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07268, 3.07262, 3.53164, 90, 90, 120.001]",-0.129862,AFLOW
MgB2,Other,,B2Mg2,63,oS8,orthorhombic,"[4.74266, 4.74266, 3.129, 90, 90, 135.065]",0.0327547,AFLOW
MgB2,Other,,B2Mg2,59,oP4,orthorhombic,"[3.1182, 3.45713, 4.92234, 90, 90, 90]",1.03863,AFLOW
MgB2,Other,,B4Mg4,194,hP8,hexagonal,"[3.12914, 3.12914, 12.0102, 90, 90, 120]",-0.0880844,AFLOW
MgB2,Other,,B4Mg2,71,oI6,orthorhombic,"[4.84104, 3.1245, 4.86848, 90, 90, 90]",0.188284,AFLOW
MgB2,Other,,B2Mg4,12,mS12,monoclinic,"[5.77677, 5.77677, 5.91992, 75.2292, 75.2292, 29.6518]",0.538706,AFLOW
MgB2,Other,,B2Mg4,63,oS12,orthorhombic,"[8.74573, 8.74573, 4.09347, 90, 90, 161.392]",0.543533,AFLOW
MgB2,Other,,B1Mg1,225,cF8,cubic,"[3.45737, 3.45737, 3.45737, 60, 60, 60]",1.10468,AFLOW
MgB2,Other,,B1Mg5,38,oS12,orthorhombic,"[7.62869, 7.62869, 4.87141, 90, 90, 155.639]",0.401459,AFLOW
MgB2,Other,,B5Mg3,65,oS16,orthorhombic,"[4.92492, 4.92492, 3.44, 90, 90, 93.4745]",1.15761,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.0727, 3.07263, 3.53614, 90, 90, 120.001]",-0.129936,AFLOW
MgB2,Other,,B1Mg2,139,tI6,tetragonal,"[5.89333, 5.89333, 5.89333, 151.331, 151.332, 40.9904]",0.534838,AFLOW
MgB2,Other,,B4Mg2,123,tP3,tetragonal,"[4.85363, 4.85363, 4.85363, 130.969, 130.969, 71.8631]",0.882775,AFLOW
MgB2,Other,,B2Mg1,71,oI6,orthorhombic,"[4.59772, 4.59772, 4.59772, 148.087, 144.114, 48.7741]",0.919982,AFLOW
MgB2,Other,,B3Mg1,187,hP4,hexagonal,"[2.96623, 2.96623, 5.11136, 90, 90, 120]",0.292286,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07034, 3.07034, 3.54035, 90, 90, 120]",-0.12994,AFLOW
MgB2,Other,,B1Mg7,225,cF32,cubic,"[6.1171, 6.1171, 6.1171, 60, 60, 60]",0.371357,AFLOW
MgB2,Other,,B1Mg2,139,tI6,tetragonal,"[5.89487, 5.89487, 5.89487, 151.34, 151.34, 40.9775]",0.534699,AFLOW
MgB2,Other,,B4Mg1,139,tI10,tetragonal,"[4.46814, 4.46814, 4.46814, 139.258, 139.258, 58.9813]",0.167691,AFLOW
MgB2,Other,,B8Mg16,194,hP24,hexagonal,"[5.51372, 5.51372, 18.4285, 90, 90, 120]",1.18286,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07282, 3.07282, 3.53267, 90, 90, 119.999]",-0.129906,AFLOW
MgB2,Other,,B4Mg2,12,mS12,monoclinic,"[4.73698, 4.73698, 5.79167, 54.3911, 54.3911, 37.7033]",0.242591,AFLOW
MgB2,Other,,B2Mg2,129,tP4,tetragonal,"[2.77795, 2.77795, 6.66461, 90, 90, 90]",0.775024,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07541, 3.07541, 3.52715, 90, 90, 120]",-0.130292,AFLOW
MgB2,Other,,B1Mg1,166,hR2,rhombohedral,"[4.0078, 4.0078, 4.0078, 42.6897, 42.6897, 42.6897]",0.999579,AFLOW
MgB2,Other,,B6Mg2,63,oS16,orthorhombic,"[6.00671, 6.00671, 3.01304, 90, 90, 121.784]",0.633462,AFLOW
MgB2,Other,,B1Mg1,123,tP2,tetragonal,"[2.90799, 2.90799, 2.86056, 90, 90, 90.1914]",0.807191,AFLOW
MgB2,Other,,B2Mg2,164,hP4,hexagonal,"[3.06101, 3.06101, 6.76819, 90, 90, 120]",0.236354,AFLOW
MgB2,Other,,B2Mg2,166,hR4,rhombohedral,"[6.27381, 6.27381, 6.27381, 28.9108, 28.9108, 28.9108]",-0.0886255,AFLOW
MgB2,Other,,B1Mg3,65,oS8,orthorhombic,"[2.98778, 2.98778, 7.83383, 90, 90, 91.2028]",0.413881,AFLOW
MgB2,Other,,B4Mg8,62,oP12,orthorhombic,"[3.75811, 6.3792, 7.54844, 90, 90, 90]",0.385677,AFLOW
MgB2,Other,,B2Mg2,129,tP4,tetragonal,"[2.7815, 2.7815, 6.65133, 90, 90, 90]",0.774887,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.0766, 3.07412, 3.52982, 90, 90, 120.027]",-0.129812,AFLOW
MgB2,Other,,B3Mg1,221,cP4,cubic,"[4.46915, 4.46915, 4.46915, 90, 90, 90]",3.03692,AFLOW
MgB2,Other,,B3Mg1,47,oP4,orthorhombic,"[2.95146, 3.64108, 3.51696, 89.9115, 90, 90]",0.0351677,AFLOW
MgB2,Other,,B4Mg2,71,oI6,orthorhombic,"[4.84105, 3.12448, 4.86843, 90, 90, 90]",0.188283,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07259, 3.07252, 3.53485, 90, 90, 120.001]",-0.129927,AFLOW
MgB2,Other,,B2Mg1,139,tI6,tetragonal,"[4.62026, 4.62026, 4.62026, 146.346, 146.346, 48.3327]",0.936363,AFLOW
MgB2,Other,,B6Mg2,139,tI16,tetragonal,"[9.84274, 9.84274, 9.84274, 163.652, 163.652, 23.1993]",0.652161,AFLOW
MgB2,Other,,B2Mg2,74,oI8,orthorhombic,"[6.18652, 6.18652, 6.18652, 151.2, 147.672, 43.8378]",0.144871,AFLOW
MgB2,Other,,B17Mg12,217,cI58,cubic,"[8.25443, 8.25443, 8.25443, 109.471, 109.471, 109.471]",0.751831,AFLOW
MgB2,Other,,B6Mg7,166,hR13,rhombohedral,"[6.82884, 6.82884, 6.82884, 59.3414, 59.3414, 59.3414]",0.703851,AFLOW
MgB2,Other,,B7Mg1,225,cF32,cubic,"[4.35108, 4.35108, 4.35108, 60, 60, 60]",1.51978,AFLOW
MgB2,Other,,B2Mg4,63,oS12,orthorhombic,"[8.69727, 8.69727, 4.07976, 90, 90, 161.075]",0.545493,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07314, 3.07314, 3.53317, 90, 90, 119.999]",-0.129877,AFLOW
MgB2,Other,,B5Mg24,217,cI58,cubic,"[9.19198, 9.19198, 9.19198, 109.471, 109.471, 109.471]",0.647502,AFLOW
MgB2,Other,,B2Mg2,227,cF16,cubic,"[4.20301, 4.20301, 4.20301, 60, 60, 60]",1.30445,AFLOW
MgB2,Other,,B3Mg1,139,tI8,tetragonal,"[4.11998, 4.11998, 4.11998, 134.21, 134.21, 66.7594]",1.35759,AFLOW
MgB2,Other,,B1Mg5,191,hP6,hexagonal,"[5.57091, 5.57091, 5.21256, 90, 90, 120]",0.853669,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07287, 3.0728, 3.53241, 90, 90, 120.001]",-0.129903,AFLOW
MgB2,Other,,B8Mg4,62,oP12,orthorhombic,"[3.05291, 8.1396, 5.47339, 90, 90, 90]",0.157493,AFLOW
MgB2,Other,,B1Mg3,12,mS8,monoclinic,"[6.6382, 6.6382, 4.09649, 71.8372, 71.8372, 25.1157]",0.387907,AFLOW
MgB2,Other,,B2Mg2,12,mS8,monoclinic,"[6.17168, 6.17168, 3.41814, 77.6525, 77.6525, 28.8912]",0.145412,AFLOW
MgB2,Other,,B1Mg2,139,tI6,tetragonal,"[5.88685, 5.88685, 5.88685, 151.265, 151.292, 41.0675]",0.534751,AFLOW
MgB2,Other,,B4Mg5,139,tI18,tetragonal,"[5.75185, 5.75185, 5.75185, 100.975, 100.975, 128.261]",0.775869,AFLOW
MgB2,Other,,B1Mg3,166,hR4,rhombohedral,"[8.63016, 8.63016, 8.63016, 21.7081, 21.7081, 21.7081]",0.455481,AFLOW
MgB2,Other,,B2Mg4,12,mS12,monoclinic,"[5.21724, 5.21724, 6.6418, 55.8829, 55.8829, 40.2584]",0.202137,AFLOW
MgB2,Other,,B1Mg3,221,cP4,cubic,"[4.56861, 4.56861, 4.56861, 90, 90, 90]",0.326505,AFLOW
MgB2,Other,,B2Mg2,194,hP4,hexagonal,"[2.93761, 2.93761, 7.24596, 90, 90, 120]",1.00365,AFLOW
MgB2,Other,,B2Mg2,12,mS8,monoclinic,"[6.281, 6.281, 3.43146, 72.1127, 72.1127, 28.3579]",0.142903,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07332, 3.07326, 3.53184, 90, 90, 120.001]",-0.129888,AFLOW
MgB2,Other,,B2Mg2,67,oS8,orthorhombic,"[3.18466, 3.18466, 6.9533, 90, 90, 120.988]",0.341567,AFLOW
MgB2,Other,,B1Mg3,71,oI8,orthorhombic,"[6.62634, 6.62634, 6.62634, 154.867, 143.848, 44.5387]",0.384984,AFLOW
MgB2,Other,,B1Mg3,139,tI8,tetragonal,"[4.98538, 4.98538, 4.98538, 131.513, 131.513, 70.9996]",0.61112,AFLOW
MgB2,Other,,B3Mg1,65,oS8,orthorhombic,"[4.07612, 4.07612, 5.27217, 90, 90, 137.479]",0.454897,AFLOW
MgB2,Other,,B1Mg5,123,tP6,tetragonal,"[3.0288, 3.0288, 12.5827, 90, 90, 90]",0.286413,AFLOW
MgB2,Other,,B2Mg2,11,mP4,monoclinic,"[3.13592, 3.64132, 4.69552, 67.0369, 90, 90]",0.0331737,AFLOW
MgB2,Other,,B3Mg1,44,oI8,orthorhombic,"[4.61528, 4.61528, 4.61528, 138.943, 139.03, 59.3957]",0.907128,AFLOW
MgB2,Other,,B4Mg2,123,tP3,tetragonal,"[4.85218, 4.85218, 4.85218, 130.951, 130.951, 71.891]",0.882742,AFLOW
MgB2,Other,,B5Mg1,123,tP6,tetragonal,"[2.27358, 2.27358, 8.94503, 90, 90, 90]",1.44928,AFLOW
MgB2,Other,,B3Mg2,164,hP5,hexagonal,"[3.8448, 3.8448, 4.85844, 90, 90, 120]",1.32239,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07285, 3.07285, 3.54223, 90, 90, 120]",-0.129975,AFLOW
MgB2,Other,,B16Mg8,194,hP24,hexagonal,"[4.19565, 4.19565, 16.7218, 90, 90, 120]",0.512084,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.0731, 3.0731, 3.53351, 90, 90, 119.999]",-0.12988,AFLOW
MgB2,Other,,B1Mg2,191,hP3,hexagonal,"[4.49669, 4.49669, 2.6941, 90, 90, 120]",1.08433,AFLOW
MgB2,Other,,B3Mg5,65,oS16,orthorhombic,"[5.72071, 5.72071, 3.9435, 90, 90, 107.586]",0.614821,AFLOW
MgB2,Other,,B2Mg3,166,hR5,rhombohedral,"[9.81722, 9.81722, 9.81722, 18.0217, 18.0217, 18.0217]",0.773743,AFLOW
MgB2,Other,,B2Mg4,191,hP3,hexagonal,"[4.44867, 4.44867, 5.47346, 90, 90, 120]",1.08708,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.0753, 3.0753, 3.52919, 90, 90, 120]",-0.130417,AFLOW
MgB2,Other,,B4Mg1,139,tI10,tetragonal,"[4.28985, 4.28985, 4.28985, 95.9579, 95.9579, 142.411]",0.831725,AFLOW
MgB2,Other,,B2Mg4,140,tI12,tetragonal,"[4.9279, 4.9279, 4.9279, 106.507, 106.507, 115.577]",0.407552,AFLOW
MgB2,Other,,B3Mg1,221,cP4,cubic,"[3.24167, 3.24167, 3.23228, 90, 90, 90]",1.26328,AFLOW
MgB2,Other,,B1Mg3,123,tP4,tetragonal,"[2.98574, 2.98574, 7.82711, 90, 90, 90]",0.41539,AFLOW
MgB2,Other,,B2Mg4,12,mS12,monoclinic,"[5.67521, 5.67521, 5.97511, 65.0344, 65.0344, 35.7359]",0.216367,AFLOW
MgB2,Other,,B2Mg6,63,oS16,orthorhombic,"[6.12576, 6.12576, 4.14792, 90, 90, 121.479]",0.494491,AFLOW
MgB2,Other,,B1Mg2,139,tI6,tetragonal,"[5.91625, 5.91625, 5.91625, 151.454, 151.454, 40.8107]",0.5349,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07053, 3.07053, 3.54053, 90, 90, 120]",-0.129939,AFLOW
MgB2,Other,,B5Mg1,191,hP6,hexagonal,"[4.31119, 4.31119, 2.88546, 90, 90, 120]",0.830584,AFLOW
MgB2,Other,,B2Mg2,63,oS8,orthorhombic,"[4.67907, 4.67907, 3.14387, 90, 90, 134.281]",0.0342665,AFLOW
MgB2,Other,,B2Mg4,12,mS12,monoclinic,"[5.84926, 5.84926, 5.85339, 74.5338, 74.5338, 29.3457]",0.539337,AFLOW
MgB2,Other,,B3Mg1,47,oP4,orthorhombic,"[2.65404, 2.69287, 5.04631, 90, 90, 90]",0.911363,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07279, 3.07279, 3.53412, 90, 90, 120]",-0.129821,AFLOW
MgB2,Other,,B3Mg6,189,hP9,hexagonal,"[6.77428, 6.77428, 3.34605, 90, 90, 120]",0.383506,AFLOW
MgB2,Other,,B4Mg6,43,oF40,orthorhombic,"[6.37936, 6.50293, 5.6626, 62.8061, 65.0525, 52.1414]",0.698773,AFLOW
MgB2,Other,,B4Mg3,191,hP7,hexagonal,"[6.24763, 6.24763, 3.11429, 90, 90, 120]",0.805458,AFLOW
MgB2,Other,,B2Mg4,227,cF24,cubic,"[5.42705, 5.42705, 5.42705, 60, 60, 60]",1.36377,AFLOW
MgB2,Other,,B4Mg2,12,mS12,monoclinic,"[6.74546, 6.74546, 5.03597, 43.5479, 43.5479, 26.3858]",0.187811,AFLOW
MgB2,Other,,B2Mg1,69,oF12,orthorhombic,"[4.13954, 4.14259, 2.04243, 75.6402, 75.8063, 28.5536]",-2.50854,AFLOW
MgB2,Other,,B6Mg18,59,oP24,orthorhombic,"[5.16054, 7.68905, 10.6827, 90, 90, 90]",0.348965,AFLOW
MgB2,Other,,B18Mg6,194,hP24,hexagonal,"[5.02323, 5.02323, 10.4526, 90, 90, 120]",0.71927,AFLOW
MgB2,Other,,B6Mg18,194,hP24,hexagonal,"[5.75348, 5.75348, 13.8188, 90, 90, 120]",0.542803,AFLOW
MgB2,Other,,B1Mg3,44,oI8,orthorhombic,"[5.37189, 5.37189, 5.37189, 146.541, 118.362, 71.9816]",0.419708,AFLOW
MgB2,Other,,B2Mg6,139,tI16,tetragonal,"[8.35725, 8.35725, 8.35725, 151.493, 151.493, 40.7547]",0.567837,AFLOW
MgB2,Other,,B8Mg10,193,hP18,hexagonal,"[7.24016, 7.24016, 5.37948, 90, 90, 120]",0.729792,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07196, 3.07197, 3.53691, 90, 90, 120]",-0.12995,AFLOW
MgB2,Other,,B3Mg1,221,cP4,cubic,"[3.24089, 3.24089, 3.24214, 90, 90, 90.0495]",1.26352,AFLOW
MgB2,Other,,B3Mg3,8,mS12,monoclinic,"[5.7226, 5.7226, 5.46293, 73.7784, 73.7784, 30.0263]",0.312419,AFLOW
MgB2,Other,,B12Mg4,194,hP16,hexagonal,"[5.00173, 5.00173, 6.58775, 90, 90, 120]",0.850849,AFLOW
MgB2,Other,,B4Mg2,63,oS12,orthorhombic,"[4.84298, 4.84298, 5.04303, 90, 90, 142.613]",0.174413,AFLOW
MgB2,Other,,B8Mg1,139,tI18,tetragonal,"[5.16888, 5.16888, 5.16888, 95.3663, 95.3663, 144.386]",0.787718,AFLOW
MgB2,Other,,B6Mg10,140,tI32,tetragonal,"[7.18659, 7.18656, 7.18636, 97.47, 97.4702, 137.732]",0.521399,AFLOW
MgB2,Other,,B6Mg2,59,oP8,orthorhombic,"[2.9535, 5.15201, 4.8811, 90, 90, 90]",0.280305,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07252, 3.07241, 3.53273, 90, 90, 120.001]",-0.129909,AFLOW
MgB2,Other,,B1Mg3,166,hR4,rhombohedral,"[5.30653, 5.30653, 5.30653, 116.473, 116.473, 116.473]",0.726061,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07267, 3.07267, 3.53618, 90, 90, 119.999]",-0.129935,AFLOW
MgB2,Other,,B5Mg4,139,tI18,tetragonal,"[6.56713, 6.56713, 6.56713, 93.2064, 93.2064, 152.64]",0.470922,AFLOW
MgB2,Other,,B2Mg1,191,hP3,hexagonal,"[3.07106, 3.07098, 3.5406, 90, 90, 120.001]",-0.129971,AFLOW
MgB2,Other,,B5Mg1,8,mS12,monoclinic,"[4.25264, 4.25264, 5.27336, 68.4457, 68.4457, 41.1572]",0.307426,AFLOW
MgB2,Other,,B2Mg4,36,oS12,orthorhombic,"[5.79546, 5.79546, 5.86706, 89.9737, 89.9737, 29.7791]",0.422302,AFLOW
MgB2,Other,,B4Mg2,65,oI12,orthorhombic,"[4.67413, 4.67413, 5.32292, 55.3152, 55.3152, 38.3726]",-0.129695,AFLOW
MgB2,Other,,B1Mg2,164,hP3,hexagonal,"[4.0453, 4.0453, 3.44054, 90, 90, 120]",0.600884,AFLOW
MgB2,Other,,B2Mg2,129,tP4,tetragonal,"[2.76015, 2.76015, 6.74265, 90, 90, 90]",0.77541,AFLOW
MgB2,Other,,B2Mg2,11,mP4,monoclinic,"[3.13298, 3.62274, 4.72014, 67.5562, 90, 90]",0.0331573,AFLOW
MgB2,Other,,B1Mg2,139,tI6,tetragonal,"[5.89952, 5.89952, 5.89952, 151.31, 151.31, 41.022]",0.535019,AFLOW
MgB2,Other,,B5Mg1,191,hP6,hexagonal,"[4.30919, 4.30919, 2.88678, 90, 90, 120]",0.83059,AFLOW
MgB2,Other,,B1Mg1,216,cF8,cubic,"[3.8158, 3.8158, 3.8158, 60, 60, 60]",1.57664,AFLOW
MgB2,Other,,B8Mg4,205,cP12,cubic,"[5.60337, 5.60337, 5.60337, 90, 90, 90]",1.46654,AFLOW
MgB2,Other,,B2Mg2,59,oP4,orthorhombic,"[3.121, 4.42815, 3.87199, 90, 90, 90]",1.04332,AFLOW
MgB2,Other,,B1Mg2,225,cF12,cubic,"[4.10278, 4.10278, 4.10278, 60, 60, 60]",0.347153,AFLOW
