query_name,sc_class,aflow_auid,aflow_compound,aflow_sg,aflow_pearson,aflow_lattice,aflow_geometry,aflow_Hf,source
NbN,Other,,N8Nb6,220,cI28,cubic,"[5.65666, 5.65666, 5.65666, 109.471, 109.471, 109.471]",-0.717082,AFLOW
NbN,Other,,N1Nb1,216,cF8,cubic,"[3.38067, 3.38067, 3.38067, 60, 60, 60]",0.139892,AFLOW
NbN,Other,,N1Nb1,187,hP2,hexagonal,"[2.97288, 2.97288, 2.89565, 90, 90, 120.001]",-0.293844,AFLOW
NbN,Other,,N6Nb9,12,mS30,monoclinic,"[7.83461, 7.83461, 8.44011, 78.268, 78.268, 21.871]",-0.759067,AFLOW
NbN,Other,,N2Nb1,187,hP3,hexagonal,"[3.11756, 3.11756, 3.78739, 90, 90, 120]",-0.446933,AFLOW
NbN,Other,,N4Nb4,36,oS16,orthorhombic,"[7.26641, 7.26641, 4.59458, 90, 90, 156.005]",-0.261764,AFLOW
NbN,Other,,N2Nb2,194,hP4,hexagonal,"[2.93254, 2.93254, 5.86679, 90, 90, 120]",-1.01341,AFLOW
NbN,Other,,N6Nb4,194,hP10,hexagonal,"[3.045, 3.045, 16.6711, 90, 90, 120]",-0.560411,AFLOW
NbN,Other,,N1Nb3,221,cP4,cubic,"[3.89832, 3.89832, 3.89832, 90, 90, 90]",0.749231,AFLOW
NbN,Other,,N8Nb8,164,hP16,hexagonal,"[6.50662, 6.50662, 5.27612, 90, 90, 120]",-0.293587,AFLOW
NbN,Other,,N3Nb6,162,hP9,hexagonal,"[5.34307, 5.34307, 5.00809, 89.9999, 89.9999, 120]",,AFLOW
NbN,Other,,N10Nb6,63,oS32,orthorhombic,"[5.52297, 5.52297, 10.3451, 90, 90, 138.755]",-0.887216,AFLOW
NbN,Other,,N3Nb1,166,hR4,rhombohedral,"[5.67171, 5.67171, 5.67171, 30.3206, 30.3206, 30.3206]",0.305545,AFLOW
NbN,Other,,N4Nb2,13,mP6,monoclinic,"[3.03773, 4.31212, 5.2676, 65.9299, 90, 90]",-0.376335,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.12669, 3.12669, 3.12669, 60, 60, 60]",-0.986122,AFLOW
NbN,Other,,N1Nb3,225,cF16,cubic,"[4.41034, 4.41034, 4.41034, 60, 60, 60]",0.890222,AFLOW
NbN,Other,,N8Nb8,194,hP16,hexagonal,"[7.04004, 7.04004, 7.53882, 90, 90, 120]",0.728999,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.13824, 3.13824, 3.13824, 60, 60, 60]",-0.100073,AFLOW
NbN,Other,,N6Nb2,140,tI16,tetragonal,"[4.66674, 4.66674, 4.66674, 109.48, 109.48, 109.454]",0.812474,AFLOW
NbN,Other,,N3Nb3,221,cP6,cubic,"[4.25558, 4.25558, 4.25558, 90, 90, 90]",-0.637609,AFLOW
NbN,Other,,N4Nb3,221,cP7,cubic,"[4.3026, 4.3026, 4.3026, 90, 90, 90]",-0.930548,AFLOW
NbN,Other,,N6Nb9,12,mS30,monoclinic,"[8.03588, 8.03588, 8.02825, 84.6784, 84.6784, 21.658]",-0.768229,AFLOW
NbN,Other,,N3Nb3,191,hP6,hexagonal,"[5.27319, 5.27319, 2.91578, 90, 90, 120]",-0.758526,AFLOW
NbN,Other,,N3Nb1,12,mS8,monoclinic,"[3.52506, 3.52506, 6.65699, 45.541, 45.541, 53.2566]",0.849227,AFLOW
NbN,Other,,N4Nb2,194,hP6,hexagonal,"[3.07311, 3.07311, 7.7576, 90, 90, 120]",-0.461697,AFLOW
NbN,Other,,N4Nb2,12,mS12,monoclinic,"[3.78486, 3.78486, 5.51795, 83.6954, 83.6954, 51.6001]",-0.649462,AFLOW
NbN,Other,,N8Nb4,14,mP12,monoclinic,"[5.74431, 4.91851, 5.24704, 69.9883, 90, 90]",-0.31145,AFLOW
NbN,Other,,N4Nb2,194,hP6,hexagonal,"[3.07291, 3.07291, 7.75727, 90, 90, 120]",-0.461695,AFLOW
NbN,Other,,N4Nb6,194,hP10,hexagonal,"[3.38462, 3.38462, 14.1667, 90, 90, 120]",-0.426515,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.14335, 3.14335, 3.14335, 60, 60, 60]",-0.0999475,AFLOW
NbN,Other,,N2Nb2,194,hP4,hexagonal,"[2.93437, 2.93437, 5.86173, 90, 90, 120]",-1.01143,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.14217, 3.14217, 3.14217, 60, 60, 60]",-0.100006,AFLOW
NbN,Other,,N4Nb2,15,mS12,monoclinic,"[3.7102, 3.7102, 5.9521, 73.9917, 73.9917, 91.5691]",-0.266368,AFLOW
NbN,Other,,N2Nb2,194,hP4,hexagonal,"[2.9837, 2.9837, 5.56786, 90, 90, 120]",-1.14228,AFLOW
NbN,Other,,N1Nb1,221,cP2,cubic,"[2.74124, 2.74124, 2.73891, 90, 90, 90]",-0.51718,AFLOW
NbN,Other,,N3Nb1,123,tP4,tetragonal,"[2.82795, 2.82795, 4.94685, 90, 90, 90]",0.45903,AFLOW
NbN,Other,,N6Nb2,140,tI16,tetragonal,"[5.41005, 5.41005, 5.41005, 122.003, 122.003, 86.5641]",0.146338,AFLOW
NbN,Other,,N5Nb4,87,tI18,tetragonal,"[5.3464, 5.3464, 5.3464, 99.3591, 99.3591, 132.435]",,AFLOW
NbN,Other,,N4Nb2,58,oP6,orthorhombic,"[3.04441, 4.77747, 4.3125, 90, 90, 90]",-0.13968,AFLOW
NbN,Other,,N1Nb2,166,hR3,rhombohedral,"[5.31484, 5.31484, 5.31484, 33.6864, 33.6864, 33.6864]",-0.761651,AFLOW
NbN,Other,,N2Nb2,194,hP4,hexagonal,"[2.94562, 2.9457, 5.88748, 90, 90, 119.999]",-0.122048,AFLOW
NbN,Other,,N8Nb4,57,oP12,orthorhombic,"[3.06873, 5.32235, 7.82209, 90, 90, 90]",-0.282306,AFLOW
NbN,Other,,N8Nb8,191,hP4,hexagonal,"[6.88024, 6.88024, 5.21767, 90, 90, 120]",0.693132,AFLOW
NbN,Other,,N2Nb1,225,cF12,cubic,"[3.55608, 3.55608, 3.55608, 60, 60, 60]",-0.11039,AFLOW
NbN,Other,,N8Nb8,194,hP4,hexagonal,"[5.86777, 5.86777, 5.86097, 90, 90, 120]",-1.01263,AFLOW
NbN,Other,,N4Nb2,65,oS12,orthorhombic,"[5.05461, 5.05461, 2.97295, 90, 90, 109.015]",-0.506626,AFLOW
NbN,Other,,N2Nb2,186,hP4,hexagonal,"[3.19384, 3.19395, 6.04989, 90, 90, 120.001]",0.0956885,AFLOW
NbN,Other,,N4Nb12,62,oP16,orthorhombic,"[5.25336, 5.86528, 7.49527, 90, 90, 90]",-0.330956,AFLOW
NbN,Other,,N4Nb2,58,oP6,orthorhombic,"[4.32674, 3.04354, 4.75161, 90, 90, 90]",-0.138905,AFLOW
NbN,Other,,N12Nb2,11,mP14,monoclinic,"[2.82253, 5.23928, 11.8895, 86.0401, 90, 90]",0.374979,AFLOW
NbN,Other,,N8Nb4,205,cP12,cubic,"[5.04131, 5.04131, 5.04131, 90, 90, 90]",-0.0121677,AFLOW
NbN,Other,,N6Nb2,72,oI16,orthorhombic,"[4.65547, 4.65547, 4.65547, 115.903, 103.733, 109.011]",0.804151,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.13774, 3.13774, 3.13774, 60, 60, 60]",-0.100075,AFLOW
NbN,Other,,N3Nb4,139,tI14,tetragonal,"[5.34972, 5.34972, 5.34972, 131.156, 131.156, 71.5652]",,AFLOW
NbN,Other,,N1Nb8,139,tI18,tetragonal,"[5.84075, 5.84075, 5.84075, 111.694, 111.694, 105.111]",-0.271185,AFLOW
NbN,Other,,N6Nb2,140,tI16,tetragonal,"[4.66654, 4.66654, 4.66654, 109.487, 109.487, 109.44]",0.812474,AFLOW
NbN,Other,,N4Nb4,194,hP8,hexagonal,"[2.99983, 2.99983, 11.3329, 90, 90, 120]",-0.082512,AFLOW
NbN,Other,,N1Nb1,221,cP2,cubic,"[2.7522, 2.7522, 2.7522, 90, 90, 90]",0.334312,AFLOW
NbN,Other,,N2Nb6,193,hP8,hexagonal,"[5.15637, 5.15637, 5.24369, 90, 90, 120]",-0.438739,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.13861, 3.13861, 3.13861, 60, 60, 60]",-0.100085,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.13774, 3.13774, 3.13774, 60, 60, 60]",-0.100076,AFLOW
NbN,Other,,N4Nb12,62,oP16,orthorhombic,"[5.25239, 5.85946, 7.5098, 90, 90, 90]",-0.330991,AFLOW
NbN,Other,,N2Nb2,194,hP4,hexagonal,"[2.94574, 2.94574, 5.88758, 90, 90, 120.002]",-0.122048,AFLOW
NbN,Other,,N1Nb1,187,hP2,hexagonal,"[2.97355, 2.97357, 2.89636, 90, 90, 120]",-0.293837,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.13782, 3.13782, 3.13782, 60, 60, 60]",-0.100078,AFLOW
NbN,Other,,N2Nb6,194,hP8,hexagonal,"[4.6145, 4.6145, 6.68371, 90, 90, 120]",0.286954,AFLOW
NbN,Other,,N4Nb4,194,hP8,hexagonal,"[2.99942, 2.99942, 11.3346, 90, 90, 120]",-0.0825159,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.14228, 3.14228, 3.14228, 60, 60, 60]",-0.0999985,AFLOW
NbN,Other,,N1Nb1,225,cF8,cubic,"[3.13747, 3.13747, 3.13747, 60, 60, 60]",-0.100065,AFLOW
NbN,Other,,N2Nb3,164,hP5,hexagonal,"[3.1002, 3.1002, 7.54938, 90, 90, 120]",-0.863952,AFLOW
NbN,Other,,N2Nb2,194,hP4,hexagonal,"[2.93308, 2.93308, 5.86259, 90, 90, 120]",-1.01312,AFLOW
NbN,Other,,N2Nb4,194,hP6,hexagonal,"[2.95473, 2.95473, 10.8452, 90, 90, 120]",-0.664834,AFLOW
NbN,Other,,N4Nb2,166,hR3,rhombohedral,"[3.03903, 4.31071, 5.27403, 65.784, 90, 90]",-0.376243,AFLOW
NbN,Other,,N8Nb6,227,cF56,cubic,"[6.22807, 6.22807, 6.22807, 60, 60, 60]",-0.897034,AFLOW
NbN,Other,,N2Nb2,194,hP4,hexagonal,"[2.9344, 2.9344, 5.86133, 90, 90, 120]",-1.01144,AFLOW
NbN,Other,,N1Nb3,221,cP4,cubic,"[4.2008, 4.2008, 4.2008, 90, 90, 90]",0.144263,AFLOW
NbN,Other,,N3Nb3,189,hP6,hexagonal,"[5.23881, 5.23881, 2.91755, 90, 90, 120]",-1.17762,AFLOW
NbTi,Other,,Nb3Ti1,123,tP4,tetragonal,"[2.70554, 2.70554, 10.738, 90, 90, 90]",0.954481,AFLOW
NbTi,Other,,Nb4Ti8,194,hP12,hexagonal,"[5.28675, 5.28675, 8.53951, 90, 90, 120]",0.187622,AFLOW
NbTi,Other,,Nb1Ti3,123,tP4,tetragonal,"[3.28617, 3.28617, 6.40276, 90, 90, 90]",0.07546,AFLOW
NbTi,Other,,Nb1Ti2,164,hP3,hexagonal,"[2.91185, 2.91185, 7.22648, 90, 90, 120]",0.133928,AFLOW
NbTi,Other,,Nb1Ti3,65,oS8,orthorhombic,"[5.03762, 5.03762, 2.93213, 90, 90, 109.45]",0.101413,AFLOW
NbTi,Other,,Nb1Ti5,216,cF24,cubic,"[5.33524, 5.33524, 5.33524, 60, 60, 60]",0.255044,AFLOW
NbTi,Other,,Nb3Ti1,47,oP4,orthorhombic,"[2.77024, 4.80902, 5.41432, 90, 90, 90]",0.13231,AFLOW
NbTi,Other,,Nb4Ti2,140,tI12,tetragonal,"[5.25403, 5.25403, 5.25403, 105.457, 105.457, 117.838]",0.370817,AFLOW
NbTi,Other,,Nb1Ti1,216,cF8,cubic,"[4.13181, 4.13181, 4.13181, 60, 60, 60]",2.45524,AFLOW
NbTi,Other,,Nb4Ti12,194,hP16,hexagonal,"[5.81997, 5.81997, 9.5745, 90, 90, 120]",0.0937799,AFLOW
NbTi,Other,,Nb1Ti2,71,oI6,orthorhombic,"[5.04586, 5.04586, 5.04586, 146.62, 131.427, 60.2176]",0.110073,AFLOW
NbTi,Other,,Nb2Ti1,164,hP3,hexagonal,"[3.14731, 3.14731, 6.31709, 90, 90, 120]",0.252835,AFLOW
NbTi,Other,,Nb2Ti6,194,hP8,hexagonal,"[5.82492, 5.82492, 4.76407, 90, 90, 120]",0.0802725,AFLOW
NbTi,Other,,Nb1Ti2,164,hP3,hexagonal,"[2.91268, 2.91268, 7.22253, 90, 90, 120]",0.13151,AFLOW
NbTi,Other,,Nb4Ti3,139,tI14,tetragonal,"[11.5961, 11.5961, 11.5961, 163.675, 163.675, 23.166]",0.042002,AFLOW
NbTi,Other,,Nb6Ti3,189,hP9,hexagonal,"[7.51968, 7.51968, 3.30226, 90, 90, 120]",0.297054,AFLOW
NbTi,Other,,Nb1Ti5,8,mS12,monoclinic,"[5.56129, 5.56129, 11.2073, 140.622, 140.622, 30.3847]",0.0595302,AFLOW
NbTi,Other,,Nb4Ti2,141,tI12,tetragonal,"[2.76397, 2.76397, 14.4906, 84.5273, 84.5273, 90]",0.239598,AFLOW
NbTi,Other,,Nb1Ti3,123,tP4,tetragonal,"[5.29066, 5.29066, 2.67677, 90, 90, 90]",0.867035,AFLOW
NbTi,Other,,Nb5Ti1,191,hP6,hexagonal,"[5.59204, 5.59204, 4.42023, 90, 90, 120]",0.480016,AFLOW
NbTi,Other,,Nb3Ti1,166,hR4,rhombohedral,"[8.82648, 8.82648, 8.82648, 20.3788, 20.3788, 20.3788]",0.249555,AFLOW
NbTi,Other,,Nb4Ti2,12,mS12,monoclinic,"[6.11286, 6.11286, 12.5119, 145.98, 145.98, 26.3332]",0.162742,AFLOW
NbTi,Other,,Nb6Ti10,193,hP16,hexagonal,"[7.76658, 7.76651, 5.51539, 90, 90, 119.996]",0.19525,AFLOW
NbTi,Other,,Nb2Ti6,63,oS16,orthorhombic,"[5.80663, 5.80663, 4.44104, 90, 90, 68.3035]",0.0477244,AFLOW
NbTi,Other,,Nb3Ti1,166,hR4,rhombohedral,"[5.4645, 5.4645, 5.4645, 117.068, 117.068, 117.068]",0.022742,AFLOW
NbTi,Other,,Nb2Ti3,166,hR5,rhombohedral,"[12.0933, 12.0933, 12.0933, 13.9136, 13.9136, 13.9136]",0.150158,AFLOW
NbTi,Other,,Nb2Ti2,63,oS8,orthorhombic,"[2.77549, 5.67662, 4.63982, 90, 90, 75.8497]",0.111721,AFLOW
NbTi,Other,,Nb7Ti1,225,cF32,cubic,"[5.93166, 5.93166, 5.93166, 60, 60, 60]",0.280805,AFLOW
NbTi,Other,,Nb3Ti1,25,oP4,orthorhombic,"[2.68865, 4.87749, 5.50343, 90, 90, 90]",0.158466,AFLOW
NbTi,Other,,Nb4Ti4,62,oP8,orthorhombic,"[5.43524, 4.7095, 5.50699, 90, 90, 90]",0.100761,AFLOW
NbTi,Other,,Nb2Ti4,58,oP6,orthorhombic,"[4.7176, 7.7598, 2.86384, 90, 90, 90]",0.101787,AFLOW
NbTi,Other,,Nb2Ti4,8,mS12,monoclinic,"[5.58767, 5.58767, 11.601, 140.637, 140.637, 28.9543]",0.0837075,AFLOW
NbTi,Other,,Nb3Ti2,166,hR5,rhombohedral,"[12.1399, 12.1399, 12.1399, 13.945, 13.945, 13.945]",0.202262,AFLOW
NbTi,Other,,Nb1Ti1,123,tP2,tetragonal,"[3.78373, 3.78373, 2.66025, 90, 90, 90]",0.892321,AFLOW
NbTi,Other,,Nb1Ti3,12,mS8,monoclinic,"[5.03016, 5.03016, 11.5995, 149.808, 149.808, 33.6675]",0.0961223,AFLOW
NbTi,Other,,Nb1Ti4,139,tI10,tetragonal,"[6.89578, 6.89578, 6.89578, 148.51, 148.51, 45.1324]",0.3648,AFLOW
NbTi,Other,,Nb2Ti1,164,hP3,hexagonal,"[3.14664, 3.14664, 6.31114, 90, 90, 120]",0.255066,AFLOW
NbTi,Other,,Nb2Ti1,123,tP3,tetragonal,"[4.29163, 4.29163, 3.21848, 90, 90, 90]",0.802095,AFLOW
NbTi,Other,,Nb3Ti4,139,tI14,tetragonal,"[3.29843, 3.29843, 11.5062, 81.7593, 81.7593, 90]",0.0537467,AFLOW
NbTi,Other,,Nb2Ti2,139,tI8,tetragonal,"[5.97952, 5.97952, 5.97952, 143.313, 143.313, 52.8562]",0.882687,AFLOW
NbTi,Other,,Nb3Ti1,139,tI8,tetragonal,"[6.01221, 6.01221, 6.01221, 143.149, 143.149, 53.1013]",0.940089,AFLOW
NbTi,Other,,Nb2Ti1,65,oS6,orthorhombic,"[7.48371, 7.48371, 2.71122, 90, 90, 158.293]",0.500432,AFLOW
NbTi,Other,,Nb2Ti2,129,tP4,tetragonal,"[3.28932, 3.28932, 6.502, 90, 90, 90]",0.0425175,AFLOW
NbTi,Other,,Nb2Ti4,141,tI12,tetragonal,"[10.4295, 10.4295, 10.4295, 161.812, 161.812, 25.8322]",0.304232,AFLOW
NbTi,Other,,Nb2Ti2,194,hP4,hexagonal,"[2.96144, 2.96144, 9.45087, 90, 90, 120]",0.192983,AFLOW
NbTi,Other,,Nb1Ti3,123,tP4,tetragonal,"[4.59919, 4.59919, 3.25504, 90, 90, 90]",0.0818655,AFLOW
NbTi,Other,,Nb3Ti1,123,tP4,tetragonal,"[3.30025, 3.30025, 6.54347, 90, 90, 90]",0.038972,AFLOW
NbTi,Other,,Nb3Ti1,166,hR4,rhombohedral,"[10.1242, 10.1242, 10.1242, 16.4879, 16.4879, 16.4879]",0.241455,AFLOW
NbTi,Other,,Nb3Ti1,65,oS8,orthorhombic,"[3.92571, 3.92571, 4.89925, 90, 90, 93.0483]",0.521448,AFLOW
NbTi,Other,,Nb2Ti2,129,tP4,tetragonal,"[2.76867, 2.76867, 9.23977, 90, 90, 90]",0.108731,AFLOW
NbTi,Other,,Nb5Ti4,139,tI18,tetragonal,"[9.78767, 9.78767, 7.11706, 46.558, 46.558, 90]",0.0414244,AFLOW
NbTi,Other,,Nb2Ti6,139,tI16,tetragonal,"[4.03028, 4.03028, 9.05109, 77.1358, 77.1358, 90]",0.0877901,AFLOW
NbTi,Other,,Nb2Ti2,11,mP4,monoclinic,"[6.60749, 4.55418, 8.57618, 90, 164.206, 90]",0.0341102,AFLOW
NbTi,Other,,Nb4Ti2,191,hP3,hexagonal,"[4.79322, 4.79322, 5.452, 90, 90, 120]",0.165299,AFLOW
NbTi,Other,,Nb1Ti3,44,oI8,orthorhombic,"[5.58444, 5.58444, 5.58444, 150.834, 123.826, 64.5399]",0.0666112,AFLOW
NbTi,Other,,Nb3Ti1,225,cF16,cubic,"[4.64865, 4.64865, 4.64865, 60, 60, 60]",0.0401858,AFLOW
NbTi,Other,,Nb1Ti2,139,tI6,tetragonal,"[5.02373, 5.02373, 5.02373, 139.954, 139.954, 57.9231]",0.063728,AFLOW
NbTi,Other,,Nb1Ti4,87,tI10,tetragonal,"[6.50841, 6.50841, 5.03991, 49.7828, 49.7828, 90]",0.0799194,AFLOW
NbTi,Other,,Nb4Ti2,227,cF24,cubic,"[5.42785, 5.42785, 5.42785, 60, 60, 60]",0.227821,AFLOW
NbTi,Other,,Nb3Ti1,65,oS8,orthorhombic,"[5.43483, 5.43483, 2.99267, 90, 90, 120.47]",0.187686,AFLOW
NbTi,Other,,Nb1Ti3,225,cF16,cubic,"[4.60563, 4.60563, 4.60563, 60, 60, 60]",0.076906,AFLOW
NbTi,Other,,Nb2Ti1,139,tI6,tetragonal,"[5.40752, 5.40752, 5.40752, 144.468, 144.468, 51.1275]",0.0457597,AFLOW
NbTi,Other,,Nb1Ti1,225,cF8,cubic,"[3.76044, 3.76044, 3.76044, 60, 60, 60]",0.872942,AFLOW
NbTi,Other,,Nb4Ti2,12,mS12,monoclinic,"[5.71293, 5.71293, 11.9604, 141.149, 141.149, 27.4219]",0.142267,AFLOW
NbTi,Other,,Nb1Ti3,123,tP4,tetragonal,"[2.68508, 2.68508, 10.4681, 90, 90, 90]",0.874366,AFLOW
NbTi,Other,,Nb3Ti1,221,cP4,cubic,"[4.72114, 4.72114, 4.72114, 90, 90, 90]",2.1649,AFLOW
NbTi,Other,,Nb1Ti3,139,tI8,tetragonal,"[5.05353, 5.05353, 5.05353, 132.041, 132.041, 70.1641]",0.0886725,AFLOW
NbTi,Other,,Nb2Ti1,69,oF12,orthorhombic,"[7.40175, 7.23316, 2.81105, 82.3167, 75.5722, 22.1085]",0.025279,AFLOW
NbTi,Other,,Nb1Ti1,166,hR2,rhombohedral,"[5.08045, 5.08045, 5.08045, 33.6923, 33.6923, 33.6923]",0.17081,AFLOW
NbTi,Other,,Nb2Ti1,139,tI6,tetragonal,"[5.39837, 5.39837, 5.39837, 144.395, 144.395, 51.237]",0.0446957,AFLOW
NbTi,Other,,Nb4Ti2,8,mS12,monoclinic,"[5.2487, 5.2487, 10.2689, 131.629, 131.629, 31.8295]",0.157487,AFLOW
NbTi,Other,,Nb8Ti4,194,hP12,hexagonal,"[5.45558, 5.45558, 8.67763, 90, 90, 120]",0.206195,AFLOW
NbTi,Other,,Nb2Ti2,63,oS8,orthorhombic,"[3.88688, 3.88688, 4.84716, 90, 90, 92.8265]",0.433307,AFLOW
NbTi,Other,,Nb2Ti4,227,cF24,cubic,"[5.29478, 5.29478, 5.29478, 60, 60, 60]",0.220408,AFLOW
NbTi,Other,,Nb1Ti1,123,tP2,tetragonal,"[2.70205, 2.70205, 5.26079, 90, 90, 90]",0.913162,AFLOW
NbTi,Other,,Nb3Ti1,65,oS8,orthorhombic,"[2.82688, 2.82688, 9.3475, 90, 90, 108.61]",0.0200438,AFLOW
NbTi,Other,,Nb2Ti2,67,oS8,orthorhombic,"[2.82575, 2.82575, 9.28074, 90, 90, 108.703]",0.0448975,AFLOW
NbTi,Other,,Nb2Ti1,164,hP3,hexagonal,"[2.94006, 2.94006, 7.27744, 90, 90, 120]",0.214959,AFLOW
NbTi,Other,,Nb1Ti3,187,hP4,hexagonal,"[2.90323, 2.90323, 9.57645, 90, 90, 120]",0.0829072,AFLOW
NbTi,Other,,Nb2Ti4,12,mS12,monoclinic,"[5.61848, 5.61848, 11.666, 141.058, 141.058, 28.8021]",0.082714,AFLOW
NbTi,Other,,Nb6Ti2,139,tI16,tetragonal,"[3.86284, 3.86284, 10.0452, 78.9146, 78.9146, 90]",0.125861,AFLOW
NbTi,Other,,Nb4Ti12,62,oP16,orthorhombic,"[5.27086, 9.42073, 5.63764, 90, 90, 90]",0.0926541,AFLOW
NbTi,Other,,Nb3Ti1,71,oI8,orthorhombic,"[5.40567, 5.40567, 5.40567, 144.461, 128.437, 64.1906]",0.0254183,AFLOW
NbTi,Other,,Nb2Ti4,194,hP6,hexagonal,"[4.65837, 4.65837, 5.55931, 90, 90, 120]",0.06235,AFLOW
NbTi,Other,,Nb1Ti2,191,hP3,hexagonal,"[4.67499, 4.67499, 2.77119, 90, 90, 120]",0.10138,AFLOW
NbTi,Other,,Nb3Ti1,123,tP4,tetragonal,"[4.64676, 4.64676, 3.27678, 90, 90, 90]",0.0326395,AFLOW
NbTi,Other,,Nb2Ti1,139,tI6,tetragonal,"[5.37818, 5.37818, 5.37818, 144.171, 144.171, 51.5713]",0.04559,AFLOW
NbTi,Other,,Nb3Ti1,229,cI8,cubic,"[4.66087, 4.66087, 4.66087, 109.471, 109.471, 109.471]",0.939614,AFLOW
NbTi,Other,,Nb2Ti4,191,hP3,hexagonal,"[4.67294, 4.67294, 5.54957, 90, 90, 120]",0.101693,AFLOW
NbTi,Other,,Nb2Ti1,123,tP3,tetragonal,"[2.69854, 2.69854, 8.03136, 90, 90, 90]",0.941731,AFLOW
NbTi,Other,,Nb5Ti1,38,oS12,orthorhombic,"[2.67497, 8.45092, 4.89424, 90, 90, 80.8938]",0.174616,AFLOW
NbTi,Other,,Nb2Ti2,12,mS8,monoclinic,"[5.31954, 5.31954, 13.048, 154.166, 154.166, 36.2699]",0.0466795,AFLOW
NbTi,Other,,Nb3Ti1,187,hP4,hexagonal,"[2.88855, 2.88855, 10.0729, 90, 90, 120]",0.230405,AFLOW
NbTi,Other,,Nb2Ti2,59,oP4,orthorhombic,"[2.73503, 4.74466, 5.46091, 90, 90, 90]",0.0991588,AFLOW
NbTi,Other,,Nb4Ti2,63,oS12,orthorhombic,"[8.29868, 8.29868, 4.84779, 90, 90, 161.11]",0.144156,AFLOW
NbTi,Other,,Nb2Ti2,63,oS8,orthorhombic,"[2.74704, 5.55636, 4.78489, 90, 90, 75.6882]",0.119096,AFLOW
NbTi,Other,,Nb1Ti3,229,cI8,cubic,"[4.585, 4.585, 4.585, 109.471, 109.471, 109.471]",0.853193,AFLOW
NbTi,Other,,Nb1Ti3,123,tP4,tetragonal,"[3.76389, 3.76389, 5.25134, 90, 90, 90]",0.854109,AFLOW
NbTi,Other,,Nb2Ti1,191,hP3,hexagonal,"[4.78806, 4.78806, 2.7292, 90, 90, 120]",0.171828,AFLOW
NbTi,Other,,Nb2Ti4,63,oS12,orthorhombic,"[8.09246, 8.09246, 4.73861, 90, 90, 160.139]",0.0837448,AFLOW
NbTi,Other,,Nb16Ti8,194,hP24,hexagonal,"[5.45717, 17.3855, 5.45717, 90, 120, 90]",0.217116,AFLOW
NbTi,Other,,Nb4Ti2,194,hP6,hexagonal,"[4.79352, 4.79352, 5.37451, 90, 90, 120]",0.136006,AFLOW
NbTi,Other,,Nb1Ti2,139,tI6,tetragonal,"[5.32133, 5.32133, 5.32133, 143.839, 143.839, 52.0681]",0.0657673,AFLOW
NbTi,Other,,Nb1Ti3,47,oP4,orthorhombic,"[2.71199, 2.76884, 9.60198, 90, 90, 90]",0.396881,AFLOW
NbTi,Other,,Nb1Ti1,187,hP2,hexagonal,"[2.90496, 2.90496, 4.88847, 90, 90, 120]",0.151891,AFLOW
NbTi,Other,,Nb1Ti2,123,tP3,tetragonal,"[4.37742, 4.37742, 3.15371, 90, 90, 90]",0.672362,AFLOW
NbTi,Other,,Nb1Ti5,38,oS12,orthorhombic,"[7.79167, 7.79167, 4.7167, 90, 90, 158.348]",0.0615715,AFLOW
NbTi,Other,,Nb4Ti1,87,tI10,tetragonal,"[7.34025, 7.34025, 5.4477, 47.6466, 47.6466, 90]",0.0192748,AFLOW
NbTi,Other,,Nb2Ti4,12,mS12,monoclinic,"[5.48244, 5.48244, 11.4715, 139.452, 139.452, 29.6285]",0.0848817,AFLOW
NbTi,Other,,Nb10Ti6,193,hP16,hexagonal,"[7.94927, 7.94975, 5.29917, 90, 90, 120.001]",0.254985,AFLOW
NbTi,Other,,Nb2Ti2,51,oP4,orthorhombic,"[2.7459, 4.79358, 5.39363, 90, 90, 90]",0.113572,AFLOW
NbTi,Other,,Nb1Ti1,65,oS4,orthorhombic,"[2.81813, 2.81813, 4.66469, 90, 90, 109.538]",0.040532,AFLOW
NbTi,Other,,Nb2Ti1,164,hP3,hexagonal,"[4.62793, 4.62793, 2.85494, 90, 90, 120]",0.0128463,AFLOW
NbTi,Other,,Nb1Ti3,65,oS8,orthorhombic,"[5.50935, 5.50935, 2.76703, 90, 90, 121.386]",0.391902,AFLOW
NbTi,Other,,Nb2Ti2,166,hR4,rhombohedral,"[8.7815, 8.7815, 8.7815, 20.4074, 20.4074, 20.4074]",0.223696,AFLOW
NbTi,Other,,Nb4Ti2,63,oS12,orthorhombic,"[6.89067, 6.89067, 4.76828, 90, 90, 152.086]",0.0481837,AFLOW
NbTi,Other,,Nb1Ti3,65,oS8,orthorhombic,"[5.95839, 5.95839, 2.68239, 90, 90, 128.004]",0.862487,AFLOW
