L 8 states 119 targets 1828
L8_shell_m1 N 8 {'U': 3.75, 'G': 3.0, 'GH': 3.0, 'W': 3.0, 'M': 3.0, 'O': 3.0, 'RH': 3.0} | rel vs G: {'U': -0.25, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=0s
L8_shell_m2 N 28 {'U': 5.393, 'G': 3.786, 'GH': 3.5, 'W': 3.786, 'M': 3.786, 'O': 3.464, 'RH': 3.5} | rel vs G: {'U': -0.425, 'GH': 0.075, 'W': 0.0, 'M': 0.0, 'O': 0.085, 'RH': 0.075} | RH O-calls 12 | t=114s
L8_shell_m6 N 28 {'U': 4.143, 'G': 3.786, 'GH': 3.5, 'W': 3.786, 'M': 3.786, 'O': 3.464, 'RH': 3.5} | rel vs G: {'U': -0.094, 'GH': 0.075, 'W': 0.0, 'M': 0.0, 'O': 0.085, 'RH': 0.075} | RH O-calls 12 | t=230s
L8_shell_m7 N 8 {'U': 3.625, 'G': 3.0, 'GH': 3.0, 'W': 3.0, 'M': 3.0, 'O': 3.0, 'RH': 3.0} | rel vs G: {'U': -0.208, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=231s
L8_prod2_a1_b7_uA0_uB1 N 7 {'U': 3.571, 'G': 2.857, 'GH': 2.857, 'W': 2.857, 'M': 2.857, 'O': 2.857, 'RH': 2.857} | rel vs G: {'U': -0.25, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=232s
L8_prod2_a1_b7_uA0_uB2 N 21 {'U': 4.333, 'G': 3.524, 'GH': 3.333, 'W': 3.524, 'M': 3.524, 'O': 3.286, 'RH': 3.333} | rel vs G: {'U': -0.23, 'GH': 0.054, 'W': 0.0, 'M': 0.0, 'O': 0.068, 'RH': 0.054} | RH O-calls 6 | t=234s
L8_prod2_a1_b7_uA0_uB3 N 35 {'U': 4.143, 'G': 3.571, 'GH': 3.571, 'W': 3.571, 'M': 3.571, 'O': 3.514, 'RH': 3.571} | rel vs G: {'U': -0.16, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.016, 'RH': 0.0} | RH O-calls 0 | t=299s
L8_prod2_a1_b7_uA0_uB4 N 35 {'U': 5.943, 'G': 3.571, 'GH': 3.571, 'W': 3.571, 'M': 3.571, 'O': 3.514, 'RH': 3.571} | rel vs G: {'U': -0.664, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.016, 'RH': 0.0} | RH O-calls 0 | t=364s
L8_prod2_a1_b7_uA0_uB5 N 21 {'U': 7.333, 'G': 3.524, 'GH': 3.286, 'W': 3.524, 'M': 3.524, 'O': 3.286, 'RH': 3.333} | rel vs G: {'U': -1.081, 'GH': 0.068, 'W': 0.0, 'M': 0.0, 'O': 0.068, 'RH': 0.054} | RH O-calls 6 | t=381s
L8_prod2_a1_b7_uA0_uB6 N 7 {'U': 4.286, 'G': 2.857, 'GH': 2.857, 'W': 2.857, 'M': 2.857, 'O': 2.857, 'RH': 2.857} | rel vs G: {'U': -0.5, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=382s
L8_prod2_a1_b7_uA1_uB1 N 7 {'U': 4.286, 'G': 2.857, 'GH': 2.857, 'W': 2.857, 'M': 2.857, 'O': 2.857, 'RH': 2.857} | rel vs G: {'U': -0.5, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=382s
L8_prod2_a1_b7_uA1_uB2 N 21 {'U': 7.095, 'G': 3.524, 'GH': 3.333, 'W': 3.524, 'M': 3.524, 'O': 3.286, 'RH': 3.333} | rel vs G: {'U': -1.014, 'GH': 0.054, 'W': 0.0, 'M': 0.0, 'O': 0.068, 'RH': 0.054} | RH O-calls 6 | t=399s
L8_prod2_a1_b7_uA1_uB3 N 35 {'U': 5.057, 'G': 3.571, 'GH': 3.571, 'W': 3.571, 'M': 3.571, 'O': 3.514, 'RH': 3.571} | rel vs G: {'U': -0.416, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.016, 'RH': 0.0} | RH O-calls 0 | t=463s
L8_prod2_a1_b7_uA1_uB4 N 35 {'U': 4.286, 'G': 3.571, 'GH': 3.571, 'W': 3.571, 'M': 3.571, 'O': 3.514, 'RH': 3.571} | rel vs G: {'U': -0.2, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.016, 'RH': 0.0} | RH O-calls 0 | t=527s
L8_prod2_a1_b7_uA1_uB5 N 21 {'U': 6.095, 'G': 3.524, 'GH': 3.333, 'W': 3.524, 'M': 3.524, 'O': 3.286, 'RH': 3.333} | rel vs G: {'U': -0.73, 'GH': 0.054, 'W': 0.0, 'M': 0.0, 'O': 0.068, 'RH': 0.054} | RH O-calls 6 | t=529s
L8_prod2_a1_b7_uA1_uB6 N 7 {'U': 4.0, 'G': 2.857, 'GH': 2.857, 'W': 2.857, 'M': 2.857, 'O': 2.857, 'RH': 2.857} | rel vs G: {'U': -0.4, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=529s
L8_prod2_a2_b6_uA0_uB1 N 6 {'U': 3.0, 'G': 2.667, 'GH': 2.667, 'W': 2.667, 'M': 2.667, 'O': 2.667, 'RH': 2.667} | rel vs G: {'U': -0.125, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=530s
L8_prod2_a2_b6_uA0_uB2 N 15 {'U': 4.6, 'G': 3.067, 'GH': 3.133, 'W': 3.067, 'M': 3.067, 'O': 3.0, 'RH': 3.067} | rel vs G: {'U': -0.5, 'GH': -0.022, 'W': 0.0, 'M': 0.0, 'O': 0.022, 'RH': 0.0} | RH O-calls 9 | t=531s
L8_prod2_a2_b6_uA0_uB3 N 20 {'U': 3.8, 'G': 3.2, 'GH': 3.2, 'W': 3.2, 'M': 3.1, 'O': 3.1, 'RH': 3.2} | rel vs G: {'U': -0.187, 'GH': 0.0, 'W': 0.0, 'M': 0.031, 'O': 0.031, 'RH': 0.0} | RH O-calls 0 | t=533s
L8_prod2_a2_b6_uA0_uB4 N 15 {'U': 5.667, 'G': 3.067, 'GH': 3.133, 'W': 3.067, 'M': 3.067, 'O': 3.0, 'RH': 3.067} | rel vs G: {'U': -0.848, 'GH': -0.022, 'W': 0.0, 'M': 0.0, 'O': 0.022, 'RH': 0.0} | RH O-calls 9 | t=534s
L8_prod2_a2_b6_uA0_uB5 N 6 {'U': 4.167, 'G': 2.667, 'GH': 2.667, 'W': 2.667, 'M': 2.667, 'O': 2.667, 'RH': 2.667} | rel vs G: {'U': -0.563, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=534s
L8_prod2_a2_b6_uA1_uB1 N 12 {'U': 4.583, 'G': 2.833, 'GH': 2.833, 'W': 2.833, 'M': 2.833, 'O': 2.75, 'RH': 2.833} | rel vs G: {'U': -0.618, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.029, 'RH': 0.0} | RH O-calls 0 | t=535s
L8_prod2_a2_b6_uA1_uB2 N 30 {'U': 4.567, 'G': 3.2, 'GH': 3.133, 'W': 3.133, 'M': 3.133, 'O': 3.067, 'RH': 3.133} | rel vs G: {'U': -0.427, 'GH': 0.021, 'W': 0.021, 'M': 0.021, 'O': 0.042, 'RH': 0.021} | RH O-calls 4 | t=582s
L8_prod2_a2_b6_uA1_uB3 N 40 {'U': 7.25, 'G': 3.35, 'GH': 3.45, 'W': 3.45, 'M': 3.45, 'O': 3.25, 'RH': 3.3} | rel vs G: {'U': -1.164, 'GH': -0.03, 'W': -0.03, 'M': -0.03, 'O': 0.03, 'RH': 0.015} | RH O-calls 38 | t=688s
L8_prod2_a2_b6_uA1_uB4 N 30 {'U': 4.267, 'G': 3.133, 'GH': 3.333, 'W': 3.133, 'M': 3.133, 'O': 3.067, 'RH': 3.133} | rel vs G: {'U': -0.362, 'GH': -0.064, 'W': 0.0, 'M': 0.0, 'O': 0.021, 'RH': 0.0} | RH O-calls 0 | t=736s
