L 9 states 114 targets 1458
L9_shell_m1 N 9 {'U': 3.889, 'G': 3.222, 'GH': 3.222, 'W': 3.222, 'M': 3.222, 'O': 3.222, 'RH': 3.222} | rel vs G: {'U': -0.207, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=2s
L9_shell_m8 N 9 {'U': 6.0, 'G': 3.222, 'GH': 3.222, 'W': 3.222, 'M': 3.222, 'O': 3.222, 'RH': 3.222} | rel vs G: {'U': -0.862, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=6s
L9_prod2_a1_b8_uA0_uB1 N 8 {'U': 4.0, 'G': 3.0, 'GH': 3.0, 'W': 3.0, 'M': 3.0, 'O': 3.0, 'RH': 3.0} | rel vs G: {'U': -0.333, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=7s
L9_prod2_a1_b8_uA0_uB2 N 28 {'U': 5.143, 'G': 3.786, 'GH': 3.5, 'W': 3.786, 'M': 3.786, 'O': 3.464, 'RH': 3.5} | rel vs G: {'U': -0.358, 'GH': 0.075, 'W': 0.0, 'M': 0.0, 'O': 0.085, 'RH': 0.075} | RH O-calls 12 | t=216s
L9_prod2_a1_b8_uA0_uB6 N 28 {'U': 4.393, 'G': 3.786, 'GH': 3.5, 'W': 3.786, 'M': 3.786, 'O': 3.464, 'RH': 3.5} | rel vs G: {'U': -0.16, 'GH': 0.075, 'W': 0.0, 'M': 0.0, 'O': 0.085, 'RH': 0.075} | RH O-calls 12 | t=426s
L9_prod2_a1_b8_uA0_uB7 N 8 {'U': 5.125, 'G': 3.0, 'GH': 3.0, 'W': 3.0, 'M': 3.0, 'O': 3.0, 'RH': 3.0} | rel vs G: {'U': -0.708, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=428s
L9_prod2_a1_b8_uA1_uB1 N 8 {'U': 5.0, 'G': 3.0, 'GH': 3.0, 'W': 3.0, 'M': 3.0, 'O': 3.0, 'RH': 3.0} | rel vs G: {'U': -0.667, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=430s
L9_prod2_a1_b8_uA1_uB2 N 28 {'U': 5.5, 'G': 3.786, 'GH': 3.5, 'W': 3.786, 'M': 3.786, 'O': 3.464, 'RH': 3.5} | rel vs G: {'U': -0.453, 'GH': 0.075, 'W': 0.0, 'M': 0.0, 'O': 0.085, 'RH': 0.075} | RH O-calls 12 | t=643s
L9_prod2_a1_b8_uA1_uB6 N 28 {'U': 5.321, 'G': 3.786, 'GH': 3.5, 'W': 3.786, 'M': 3.786, 'O': 3.464, 'RH': 3.5} | rel vs G: {'U': -0.406, 'GH': 0.075, 'W': 0.0, 'M': 0.0, 'O': 0.085, 'RH': 0.075} | RH O-calls 12 | t=851s
L9_prod2_a1_b8_uA1_uB7 N 8 {'U': 3.5, 'G': 3.0, 'GH': 3.0, 'W': 3.0, 'M': 3.0, 'O': 3.0, 'RH': 3.0} | rel vs G: {'U': -0.167, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=851s
L9_prod2_a2_b7_uA0_uB1 N 7 {'U': 4.143, 'G': 2.857, 'GH': 2.857, 'W': 2.857, 'M': 2.857, 'O': 2.857, 'RH': 2.857} | rel vs G: {'U': -0.45, 'GH': 0.0, 'W': 0.0, 'M': 0.0, 'O': 0.0, 'RH': 0.0} | RH O-calls 0 | t=852s
